FEZ;Fez;Fez;Fez;Fez;Fez;Fez;Fez;Feyz;Fez;Fez;Fez;;Fez;x;
FEZ_ADJ;Fezian;Fezian;Fezian;Fezian;Fezian;Feziano;Fezian;Feezian;Fezian;Fezian;Fezian;;Fezian;x;
FOI;Foix;Foix;Foix;Foix;Foix;Foux;Foix;Foix;Fox;Foix;Foix;;Foix;x;
FOI_ADJ;Foixian;Foixian;Foixian;Foixian;Foixiano;Foixiano;Foixian;Foixian;Foxianus;Foix;Foixian;;Foixian;x;
FRI;Friesland;Fricelle;Friesland;Fryzja;Frisal;Friesland;Friesland;Friesland;Friesland;Friesland;Friesland;;Friesland;x;
FRI_ADJ;Frisian;frison;Friesisch;fryzyjski;frisio;Frisone;Frisisk;Frisian;fríz;van Friesland afkomstige;Frísio;;friisi;x;
FUJ;Fujiwara;Fujiwara;Fujiwara;Fujiwar;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;Fujiwara;;Fujiwara;x;
FUJ_ADJ;Fuijiwaran;Fuijiwaran;Fuijiwaran;Fuijiwaran;Fuijiwaran;Fuijiwaran;Fuijiwaran;Fuijiwaran;Fujiwaran;Fuijiwaran;Fuijiwaran;;Fuijiwaran;x;
GAK;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;Gakwar;;Gakwar;x;
GAK_ADJ;Gakwari;Gakwari;Gakwari;Gakwari;Gakwari;Gakwari;Gakwari;Gakwari;Gakwari;Gakwari;Gakwari;;Gakwari;x;
GAL;Galicia;Galicie;Galicien;Galicja;Galicia;Galizia;Galicien;Galicia;Galicia;Galicië;Galiza;;Galicia;x;
GAL_ADJ;Galician;Galicien;galizisch;Galicyjski;gallego;galiziano;Galiciker;Galicijský;Galíciai;Galicisch;Galego;;Galicialainen;x;
GBR;Great Britain;Grande Bretagne;Großbritannien;Wielka Brytania;Gran Bretaña;Gran Bretagna;Storbritannien;Velká Británie;Nagy-Britannia;Groot Brittanië;Grã Bretanha;;Iso-Britannia;x;
GBR_ADJ;British;Britanique;britisch;brytyjski;británico;Britannico;Brittisk;britský;angol;Britten;britânico;;brittiläinen;x;
GDW;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;Gondwana;;Gondwana;x;
GDW_ADJ;Gondwanese;Gondwanais;Gondwanesisch;Gondwanese;Gondwano;Gondwanese;Gondvanska;Gondwanese;Gondwanese;Gondwanese;Gondwanese;;Gondwanese;x;
GEL;Gelre;Gelée;Gelächte;Zelre;Gelre;Gelre;Gele;Gelre;Gelre;Gelr;Gelre;;Gelre;x;
GEL_ADJ;Gelren;Gelren;Gelren;Gelren;Golidar;Gelen;Gelen;Gelren;Gelren;Gelren;Gelren;;Geeli;x;
GNA;Genoa;Gênes;Genua;Genua;Génova;Genova;Genua;Genaa;Genova;Genua;Génova;;Genova;x;
GNA_ADJ;Genoese;génois;Geneese;Genuenczyk;Genovese;genovese;genuesisk;Janovec;genovai;Genuese;Genovês;;Geno;x;
GOC;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;Golcanda;;Golcanda;x;
GOC_ADJ;Golcandan;Golcandan;Golcandan;Golcandan;Golcandan;Golcandan;Golcandan;Golcandan;Golcandán;Golcandan;Golcandan;;Golcandan;x;
GOL;Golden Horde;Horde d'or;Goldene Horde;Golden Horde;horda de Oro;Golden Horde;Gyllene horde;Zlatá horda;Arany horda;Gouden horde;Horda Golden;;Golden Horde;x;
GOL_ADJ;Golden;doré;Golden;Zloty;dorado;d'oro;gyllene;Zlatý;Aranysárga;gouden;Dourado;;Kultainen;x;
GOT;Gotland;Gotland;Gotland;Gotlandia;Gotland;Gotland;gotland;Hadilsko;Gotland;Gotland;Gotland;;Gotlannin;x;
GOT_ADJ;Gotlander;Gotlander;Gotlander;Gotlandiarz;Gotlander;Gotlander;Gotlander;Gatlander;Gotlander;Gotlander;Gotlistler;;Gotlander;x;
GRA;Granada;Grenade;Granada;Granada;Granada;Granada;Granada;Granada;Granada;Granada;Granada;;Granada;x;
GRA_ADJ;Granadan;Granadan;Granadan;Granadan;Granadán;Granadan;Granadan;Granádan;Granadán;Granadan;Granadã;;Granadan;x;
GUJ;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;Gujarat;;Gujarat;x;
GUJ_ADJ;Gujarati;Gujarati;Gujarati;Gujarati;Gujarati;Gujarati;Gujarat;Gujarati;Gujarati;Gujarati;Gujarati;;Gujarati;x;
GUY;Guyenne;Guyenne;Guyenne;Guyenne;Guyenne;Guyenne;Kyenne;Guyenne;Guyenne;Guyenne;Guyenne;;Guyenne;x;
GUY_ADJ;Guyennese;Guyennèse;Guyennese;Guyennse;Denenenés;Guyennese;Guyennese;Guyennese;Guyenges;Guyennese;Guyennese;;Guyennese;x;
HAT;Hainaut;Hainaut;Hainaut;Hainbaut;Hainaut;Hainaut;Honaut;Hainaut;Hainaut;Hainaut;Hainaut;;Hainaut;x;
HAT_ADJ;Hainautian;Hainautien;Hainautian;Hainautian;Hainautiano;Hainautian;Hainautisk;Hainautian;Hainautian;Henegouwen;Hainautian;;Hainautilainen;x;
HAU;Hausa;Hausa;Hausa;Hausa;Hausa;Hausa;Hausa;Hausa;Hausa;Hausa;Hausa;;Hausa;x;
HAU_ADJ;Hausan;Hausan;Hausan;Hausan;Hausan;Hausan;Hausan;Hausan;Hausán;Hausan;Hausan;;Hausan;x;
HLL;Holland;Hollande;Holland;Holandia;Holanda;Olanda;Holland;Holandsko;Hollandia;Holland;Holanda;;Hollanti;x;
HLL_ADJ;Dutch;néerlandais;Niederländisch;holenderski;holandés;olandese;Holländska;holandský;holland;Nederlands;holandês;;Hollannin kieli;x;
HRE;Holy Roman Empire;Saint Empire romain;Heiliges Römisches Reich;Swiete imperium rzymskie;Santo Imperio Romano;sacro Romano Impero;Helig romerska riket;Svatá ríše rímská;Szent római birodalom;Heilig Roman Empire;sagrado Império Romano;;Rooman imperiumi;x;
HRE_ADJ;Imperial;Impérial;Kaiserliche;Cesarski;Imperial;Imperiale;Kejserlig;Císarský;Császári;Keizerlijk;Imperial;;Keisarillinen;x;
HUR;Huron;Huron;Huron;Huron;Hurón;Huron;Skara;Huron;Huron;Huron;Huron;;Horon;x;
HUR_ADJ;Huron;Huron;Huron;Huron;Hurón;Huron;Skara;Huron;Huron;Huron;Huron;;Horon;x;
INC;Inca;Inca;Inka;Inca;Inca;Inca;Inka;Inka;Inca;Inca;Inca;;Inca;x;
INC_ADJ;Incan;Incen;In Inkan;Inkan;Inca;Incan;Incan;Incan;Incan;Inca;Incan;;Incan;x;
IRO;Iroquois;Iroquois;Iroquois;Iroquois;Iroquis;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;;Irtoquois;x;
IRO_ADJ;Iroquois;Iroquois;Iroquois;Iroquois;Iroquis;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;;Irtoquois;x;
JAL;Jalayirids;Jalayirids;Jalayiriden;Jalayirids;Jalayirids;Jalayirids;Jalayirid;Jalayirids;Jalayiridok;Jalayirids;Jalayirids;;Jalayirids;x;
JAL_ADJ;Jalayirid;Jalayirid;Jalayirid;Jalayirid;Jalayirid;Jalayirid;Jalayirid;Jalayirid;Jalayirid;Jalayirid;Jalayirid;;Jalayirid;x;
KAR;Karaman;Karaman;Karaman;Karaman;Karamán;Karaman;Karaman;Karaman;Karamán;Karaman;Karaman;;Karaman;x;
KAR_ADJ;Karamanese;Karamanais;Karamanese;Karamanese;Karamaneso;Karamaneso;Karamanes;Karamanese;Karamán;Karamanese;Karamanês;;Karamanese;x;
KAZ;Kazan;Kazan;Kazan;Kazan;Kazan;Kazan;Kazan;Kazan;Kazán;Kazan;Kazan;;Kazan;x;
