SER_ADJ;Moesian;Moésien;Mösianer;Mezian;Moesio;Moesian;Moesian;Mesian;Moosan;Moezen;Moesiano;;Moesialainen;x;
SIC;Sicily;Sicile;Sizilien;Sycylia;Sicilia;Sicilia;Sicilien;Sicílie;Szicília;Sicilië;Sicília;;Sisilia;x;
SIC_ADJ;Sicilian;Sicilien;Sizilianisch;Sycylijski;Siciliano;Siciliano;Siciliansk;Sicilský;Szicíliai;Siciliaans;Siciliano;;Sisilialainen;x;
SWI;Raetia;Raretia;Raetien;Raetia;Raetia;Raetia;Raetia;Raetia;Raetia;Raetia;Raetia;;Raetia;x;
SWI_ADJ;Raetian;Raretian;Raetian;Raetian;Raetiano;Raetiano;Raetian;Raetian;Ragi;Raetisch;Raetian;;Raetian;x;
UTA;United Tribes Of America;Tribus United Of America;Vereinigte Stämme Von Amerika;Zjednoczone Plemiona Ameryki;Tribus Unidos De America;Tribù Unita Dell'America;United Tribes Of America;Spojené Kmene Ameriky;Amerikai Egyesült Tribák;Verenigde Stammen Van Amerika;Tribos Unidos Da América;;United Tribes Of America;x;
UTA_ADJ;American;Américain;Amerikanisch;Amerykanski;Americano;Americano;Amerikansk;Americký;Amerikai;Amerikaans;Americano;;Amerikkalainen;x;
WAL;Moesia Inferior;Moesia Inférieur;Moesia Minderwertig;Moesia Gorsza;Moesia Inferior;Moesia Inferiore;Moesia Inferior;Moesia Inferior;Moesia Rosszabb;Moesia Inferieur;Moesia Inferior;;Moesia Huonompi;x;
WAL_ADJ;Moesian;Moésien;Mösianer;Mezian;Moesio;Moesian;Moesian;Mesian;Moosan;Moezen;Moesiano;;Moesialainen;x;
YUG;Dalmatia;Dalmatie;Dalmatien;Dalmacja;Dalmacia;Dalmazia;Dalmatien;Dalmácie;Dalmácia;Dalmatië;Dalmácia;;Dalmatia;x;
YUG_ADJ;Dalmatian;Dalmatien;Dalmatiner;Dalmatynski;Dálmata;Dalmata;Dalmatisk;Dalmatský;Dalmáciai;Dalmatisch;Dalmatian;;Dalmatian;x;
D01;Angola;Angola;Angola;Angola;Angola;Angola;Angola;Angola;Angola;Angola;Angola;;Angola;x;
D01_ADJ;Angolan;Angolais;Angolan;Angolan;Angoleño;Angolano;Angolan;Angolan;Angolan;Angolan;Angolano;;Angolaani;x;
D02;Congo;Congo;Kongo;Kongo;Congo;Congo;Kongo;Kongo;Kongó;Congo;Congo;;Kongo;x;
D02_ADJ;Congolese;Congolais;Kongolese;Konginczyk;Congoleño;Congolese;Kongolesisk;Congolese;Kongolese;Congolese;Congolesa;;Kongolainen;x;
D03;Namibia;Namibie;Namibia;Namibia;Namibia;Namibia;Namibia;Namibie;Namíbia;Namibië;Namíbia;;Namibia;x;
D03_ADJ;Namibian;Namibien;Namibian;Namibian;Namibio;Namibiano;Namibisk;Namibian;Namíbiai;Namibisch;Namíbia;;Namibialainen;x;
D04;Gabon;Gabon;Gabun;Gabon;Gabón;Gabon;Gabon;Gabon;Gabon;Gabon;Gabão;;Gabon;x;
D04_ADJ;Gabonese;Gabonais;Gabonese;Gabonese;Gabonés;Gabonese;Gabones;Gabonese;Gabonese;Gabonese;Gabonês;;Gabonese;x;
D05;Chad;Chadre;Tschad;Chad;Chad;Chad;Tchad;Chad;Csád;Tsjaad;Chade;;Tšaatti;x;
D05_ADJ;Chadian;Chadien;Chadian;Chadian;Chadiano;Chadian;Chadian;Chadian;Chadian;Chadian;Chadian;;Chadian;x;
D06;Cameroon;Cameroun;Kamerun;Kamerun;Camerún;Camerun;Kamerun;Kamerun;Kamerun;Kameroen;Camarões;;Kamerun;x;
D06_ADJ;Cameroonian;Camerounais;Kameruner;Kamerorzenski;Camerunés;Camerunen;Kameroon;Cameroonian;Kameruniai;Kameroen;Camaronian;;Kamerunialainen;x;
D07;Niger;Niger;Niger;Niger;Níger;Niger;Niger;Niger;Niger;Niger;Níger;;Niger;x;
D07_ADJ;Nigerien;Nigerien;Nigerien;Nigerien;Nigerien;Nigerien;Nigerien;Nigerien;Nigerien;Nigerien;Nigerien;;Nigerien;x;
D08;Mali;Malheur;Mali;Mali;Mali;Mali;Mali;Mali;Mali;Mali;Mali;;Mali;x;
D08_ADJ;Malian;Malien;Malian;Malian;Maleño;Maliano;Malisk;Malian;Malian;Malines;Malian;;Malian;x;
D09;Mauritania;Mauritanie;Mauretanien;Mauretania;Mauritania;Mauritania;Mauretanien;Mauritánie;Mauritánia;Mauritanië;Mauritânia;;Mauritania;x;
D09_ADJ;Mauritanian;Mauritanien;Mauritanisch;Mauretanian;Mauritano;Mauritaniano;Mauretanier;Mauritánský;Mauritániai;Mauritaans;Mauritaniano;;Mauritanian;x;
D10;Senegal;Sénégal;Senegal;Senegal;Senegal;Senegal;Senegal;Senegal;Szenegál;Senegal;Senegal;;Senegal;x;
D10_ADJ;Senegalese;Sénégalais;Senegalesisch;Senegalia;Senegalés;Senegalese;Senegalesisk;Senegalese;Szenegáli;Senegalese;Senegalese;;Senegalese;x;
D11;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;;Burkina Faso;x;
D11_ADJ;Burkinabe;Burkinabe;Burkinabe;Burkinabe;Burkinabe;Burkinabe;Burkinabe;Burkinabe;Burkinabe;Burkinabe;Burkinabe;;Burkinabe;x;
D12;Guinea;Guinée;Guinea;Gwinea;Guinea;Guinea;Guinea;Guinea;Guinea;Guinea;Guiné;;Guinea;x;
D12_ADJ;Guinean;Guinéen;Guinean;Gwinean;Guineano;Guinean;Guinean;Guinejský;Guineai;Guinean;Guineense;;Guinean;x;
D13;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Togo;Togo;;Togo;x;
D13_ADJ;Togolese;Togolais;Togolesisch;Togolese;Togolés;Togolese;Togolesisk;Togolský;Togolese;Togolese;Togolese;;Togolaiset;x;
D14;Dahomey;Dahomey;Dahomey;Dahomey;Dahomey;Dahomey;Dahomey;Dahomey;Dahomey;Dahomeyy;Daomé;;Dahomey;x;
D14_ADJ;Dahomese;Dahomais;Dahomese;Dahomese;Dahomés;Dahomese;Dahomesisk;Dahomese;Dászoly;Dahomese;Dahomese;;Dahomese;x;
PROV860;Constantinople;Constantinople;Konstantinopel;Konstantynopola;Constantinopla;Costantinopoli;Konstant;Constantinople;Constantinople;Constantinople;Constantinopla;;Constantinopoli;x;
PROV2510;Iske;Iske;Iske;Iske;Iske;Iske;Iske;Iseke;Iszke;Ekse;Iske;;Iske;x;
PROV2512;Komnenion;Komnenion;Komnungen;Komnenion;Komnenación;Komnenion;Komnenion;Komisnenion;Komnenion;Komnenion;Komnenion;;Komnenion;x;
EVTNAME36906;Queen Veronica marries;La reine Veronica se marie;Königin Veronica heiratet;Królowa Veronica poslubia;Queen veronica se casa;La regina Veronica Marries;Drottning Veronica gifter sig;Královna Veronica se ožení;Veronica királyno feleségül vesz;Koningin Veronica trouwt;Rainha Veronica se casa;;Queen Veronica naimisiin;x;
EVTDESC36906;"On February 10th 1840; Queen Veronica married her cousin; Prince Yevhen of Ukraine. Unlike many other marriages of the time; this one was based primarily on sympathy; not dynastic calculations.";"Le 10 février 1840; Queen Veronica a épousé son cousin; le prince Yevhen de l'Ukraine. Contrairement à de nombreux autres mariages de l'époque; celui-ci reposait principalement sur la sympathie et non des calculs dynastiques.";"Am 10. Februar 1840 heiratete Königin Veronica ihre Cousin; Prinz Yevhen der Ukraine. Im Gegensatz zu vielen anderen Ehen der Zeit beruhte dieses in erster Linie auf Sympathie; nicht dynastische Berechnungen.";"10 lutego 1840 r. Queen Veronica poslubila jej kuzyna; ksiaze jevhen z Ukrainy. W przeciwienstwie do wielu innych malzenstw czasu; ten byl oparty przede wszystkim na wspólczuciu; a nie w obliczeniach dynastycznych.";"El 10 de febrero de 1840; la reina Veronica se casó con su prima; el príncipe Yevhen de Ucrania. A diferencia de muchos otros matrimonios de la época; este se basó principalmente en la simpatía; no los cálculos dinásticos.";"Il 10 febbraio 1840; la regina Veronica sposò suo cugino; principe Yevhen dell'Ucraina. A differenza di molti altri matrimoni del tempo; questo era basato principalmente su simpatia; non calcoli dinastici.";"Den 10 februari 1840 giftes Queen Veronica sin kusin; prins Yevhen i Ukraina. Till skillnad från många andra äktenskap av tiden; baserades den främst på sympati; inte dynastiska beräkningar.";"Dne 10. února 1840 se královna Veronica oženila s bratrancem; princem Yevhenem Ukrajiny. Na rozdíl od mnoha dalších manželství té doby; toto bylo založeno predevším na sympatii; ne dynastické výpocty.";"1840 február 10-én Veronica királyné feleségül vette az unokatestvérét; Yevhen herceg Ukrajnát. Az ido sok más házasságával ellentétben ez elsosorban a szimpátia; nem dinasztikus számításokon alapult.";"Op 10 februari 1840 huwde Queen Veronica haar neef; prins yevhen van Oekraïne. In tegenstelling tot vele andere huwelijken van de tijd; was deze voornamelijk gebaseerd op sympathie; geen dynastieke berekeningen.";"Em 10 de fevereiro de 1840; a rainha Veronica se casou com sua prima; príncipe Yevhen da Ucrânia. Ao contrário de muitos outros casamentos da época; este foi baseado principalmente em cálculos de simpatia; não dinásticos.";;"10. helmikuuta 1840 kuningatar Veronica avioitui serkkunsa; Prince Yevhen Ukrainan. Toisin kuin monet muut avioliitot; tämä perustui ensisijaisesti myötätuntoa; ei dynastisia laskelmia.";x;
EVTOPTA36906;A glorious couple!;Un couple glorieux!;Ein herrliches Paar!;Chwalebna para!;¡Una pareja gloriosa!;Una coppia gloriosa!;Ett härligt par!;Slavný pár!;Egy dicsoséges pár!;Een glorieus paar!;Um casal glorioso!;;Upea pari!;x;
EVTNAME36916;Veronica's Diamond Jubilee;Jubilé de diamant de Veronica;Veronicas Diamant-Jubiläum;Diamentowy jubileusz Veronica;Jubileo de diamante de Veronica;Il giubileo del diamante di Veronica;Veronicas diamantjubileum;Veronica Diamond Jubilee;Veronica gyémánt jubilee;Veronica's Diamond Jubilee;Jubileu de diamante de Veronica;;Veronica Diamond Jubilee;x;
EVTDESC36916;"Veronica's 60th year on the throne was celebrated with a massive display of public affection. With these celebrations; she entered the public arena once again after a period of isolation following the death of her husband Yevhen.";"La 60e année de Veronica sur le trône a été célébrée avec une exposition massive d'affection publique. Avec ces célébrations; elle est revenue à l'arène publique après une période d'isolement à la suite de la mort de son mari Yevhen.";Veronicas 60. Jahr auf dem Thron wurde mit einer massiven Anzeige der öffentlichen Zuneigung gefeiert. Mit diesen Feiern trat sie nach einer Isolation nach dem Tod ihres Ehemanns Yevhen erneut in die öffentliche Arena ein;60. rok Veronica na tronie byl obchodzony z ogromnym wyswietlaniem afekcji publicznej. Wraz z tymi obchodami wszedl do areny publicznej po raz kolejny po okresie izolacji po smierci meza jadra;"El 60º año de Veronica en el trono se celebró con una muestra masiva de afecto público. Con estas celebraciones; entró en la arena pública una vez más después de un período de aislamiento luego de la muerte de su esposo Yevhen.";"Il 60 ° anno di Veronica sul trono è stato celebrato con una massiccia dimostrazione di affetto pubblico. Con queste celebrazioni; entrò nell'arena pubblica ancora una volta dopo un periodo di isolamento dopo la morte di suo marito Yevhen.";Veronicas 60: e år på tronen firades med en massiv visning av offentlig tillgivenhet. Med dessa fester gick hon igen på den offentliga arenan igen efter en period av isolering efter hennes mans död;60. rocník Veronica na trunu byl slaven s masivním zobrazením verejné náklonnosti. S temito oslavami vstoupila do verejné arény znovu po období izolace po smrti svého manžela Yevhen;"Veronica 60. évét a trónon ünnepelték a nyilvános szeretet masszív megjelenítésével. Ezekkel az ünnepségekkel ismét belépett a nyilvános arénában; miután a férje Yevhen halála utáni elszigeteltség után lépett be.";Veronica's 60e jaar op de troon werd gevierd met een enorme weergave van openbare genegenheid. Met deze vieringen ging ze opnieuw de openbare arena binnen na een periode van isolatie na de dood van haar man Yevhen;"O 60º ano da Veronica no trono foi comemorado com uma enorme exibição de afeto público. Com essas celebrações; ela entrou na arena pública mais uma vez após um período de isolamento após a morte de seu marido Yevhen.";;Veronican 60. vuosi valtaistuimelle vietiin massiivisella yleisellä kiintymyksellä. Näiden juhlallisuuden kanssa hän tuli jälleen julkiseen areenaan eristämisen jälkeen aviomiehensä kuoleman jälkeen Yevhenin kuoleman jälkeen;x;
EVTOPTA36916;Three cheers for the Empress!;Trois acclamations pour l'impératrice!;Drei Jubel für die Kaiserin!;Trzy okrzyki na cesarzowe!;Tres vítores para la emperatriz!;Tre applausi per l'imperatrice!;Tre skål för kejsarinnan!;Tri na zdraví pro císarovny!;Három éljenzés a császárno számára!;Drie gejuich voor de keizerin!;Três aplausos para a imperatriz!;;Kolme hurraa keisarit!;x;
unequal_treaty_MNG_title;The Unequal Treaty;Le traité inégal;Der ungleiche Vertrag;Nierówny traktat;El tratado desigual;Il trattato disuguale;Det ojämlika fördraget;Nerovnomerná smlouva;Az egyenlotlen szerzodés;Het ongelijke verdrag;O tratado desigual;;Epätasainen sopimus;x;
unequal_treaty_MNG_desc;"The Ming Empire is at a disadvantage. We are in a position to bring them to the negotiating table; and wrangle concessions of both land and reparations-- provided they are willing; of course.";"L'empire Ming est désavantagé. Nous sommes en mesure de les amener à la table de négociation et nous nous disputons des concessions de terres et de réparations - à condition qu'elles soient disposées; bien sûr.";"Das Ming-Empire ist benachteiligt. Wir sind in der Lage; sie in den Verhandlungstisch zu bringen und Zugeständnisse von Land und Wiedergutmachungen zu riechen - vorausgesetzt; sie sind natürlich bereit.";"Imperium Ming jest w niekorzystnej sytuacji. Jestesmy w stanie przyniesc je do tabeli negocjacyjnej; a takze wranguj koncesje zarówno gruntu; jak i reparacji - pod warunkiem; ze sa chetni; oczywiscie.";"El Imperio Ming está en desventaja. Estamos en posición de llevarlos a la mesa de negociaciones; y leer concesiones de tierras y reparaciones; siempre que estén dispuestos; por supuesto.";"L'impero di Ming è in svantaggio. Siamo in grado di portarli al tavolo dei negoziati e alle concessioni delambuloso sia di terreni che di riparazione ... a condizione che siano disposti; ovviamente.";"Ming imperiet är i nackdel. Vi är i stånd att ta med dem till förhandlingsbordet och skräp med koncessioner av både mark och reparationer - förutsatt att de är villiga; förstås.";"Ríše Ming je v nevýhode. Jsme schopni privést je k vyjednávacímu stolu; a ústupky hádání pudy a reparace-- za predpokladu; že jsou ochotni samozrejme.";"A Ming Birodalom hátrányos helyzetben van. Képesek vagyunk arra; hogy a tárgyalóasztalhoz vezessük oket; és mind a föld; mind a javítási engedményeket összekapcsoljuk - feltéve; hogy hajlandóak; természetesen.";"Het Ming Empire is een nadeel. We zijn in een positie om ze naar de onderhandelingstafel te brengen en concessies van zowel land als reparaties - op voorwaarde dat ze; natuurlijk bereid zijn.";"O Império Ming está em desvantagem. Estamos em posição de trazê-los para a mesa de negociação; e concessões de envoluções de ambas as terras e reparações - desde que estejam dispostas; é claro.";;"Ming Empire on epäedullisessa asemassa. Voimme tuoda ne neuvottelupöydälle ja vääntää sekä maa- että korvauksia - edellyttäen; että he ovat halukkaita.";x;
EVTNAME1316082;The Unequal Treaty;Le traité inégal;Der ungleiche Vertrag;Nierówny traktat;El tratado desigual;Il trattato disuguale;Det ojämlika fördraget;Nerovnomerná smlouva;Az egyenlotlen szerzodés;Het ongelijke verdrag;O tratado desigual;;Epätasainen sopimus;x;
EVTDESC1316082;"The war with $FROMCOUNTRY$ is not going well. These damnable foreigners are in our lands and blockading our ports; and to the embarassment of our government there seems to be little we can do to stop them. $FROMCOUNTRY_ADJ$ diplomats have approached us to negotiate a 'fair' settlement. While we could drag the war on and see if the $FROMCOUNTRY_ADJ$ have the wherewithal to finish their assault; it might be in our best interest to give them a concession port and reparations. Indeed; this might even help us in some ways; though the loss to our prestige would be considerable.";"La guerre avec $ à partir de pays d'ensemble ne va pas bien. Ces étrangers endommagés sont dans nos terres et bloquent nos ports et à l'embarcation de notre gouvernement; il semble que ce soit peu de choses que nous puissions faire pour les arrêter. $ Des diplomates $ $ Demandés à la négociation d'un règlement «équitable». Pendant que nous pourrions faire glisser la guerre et voir si le dollary_adj $ a les moyens de terminer leur assaut; il pourrait s'agir de notre plus grand intérêt de leur donner un port de concession et des réparations. En effet; cela pourrait même nous aider d'une certaine manière; même si la perte de notre prestige serait considérable.";"Der Krieg mit $ fromCountry $ ist nicht gut. Diese vernünftigen Ausländer sind in unseren Ländern und blockieren unsere Häfen; und auf die Einbüste unserer Regierung scheint es wenig zu geben; dass wir sie tun können; um sie zu stoppen. $ FromCountry_Adj-Diplomaten haben uns angesprochen; um eine ""faire"" Siedlung auszuhandeln. Während wir den Krieg ziehen könnten und sehen; ob die $ fromCountry_Adj-$ denjenigen; um ihren Angriff zu beenden; es könnte in unserem besten Interesse sein; ihnen einen Konzessionshafen und -Regeln zu geben. Dies könnte uns in der Tat sogar in gewisser Weise helfen; obwohl der Verlust an unser Prestige beträchtlich wäre.";"Wojna z $ fromcountry $ nie idzie dobrze. Ci cholerni obcokrajowcy sa w naszych krajach i blokuja nasze porty; a do awaracji naszego rzadu wydaje sie; ze niewiele mozemy zrobic; aby je powstrzymac. $ Odccountry_adj $ Dyplomaty zblizyly nas do negocjowania ""uczciwej"" osady. Chociaz moglibysmy ciagnac wojne i sprawdzic; czy $ Fromcountry_adj $ mial na uwadze; aby ukonczyc swój atak; moze byc w naszym najlepszym interesie; aby dac im port koncesji i naprawy. Rzeczywiscie; moze to nawet pomóc nam w pewnym sensie; choc strata naszego prestizu bylaby znaczna.";"La guerra con $ FROMCOUNTY $ no va bien. Estos malditos extranjeros están en nuestras tierras y bloquean nuestros puertos; y a la Embarcanza de nuestro gobierno; parece que hay poco que podamos hacer para detenerlos. $ Fromcountry_adj $ Diplomats se ha acercado a nosotros para negociar un acuerdo 'justo'. Mientras podíamos arrastrar la guerra y ver si el $ FROMCOUNTRY_ADJ $ tiene los medios para terminar su asalto; podría estar en nuestro mejor interés darles un puerto de concesión y reparaciones. De hecho; esto podría incluso ayudarnos de alguna manera; aunque la pérdida a nuestro prestigio sería considerable.";"La guerra con $ fromCountry $ non sta andando bene. Questi dannati stranieri sono nelle nostre terre e bloccano i nostri porti; e per l'imbarazzo del nostro governo sembra esserci poco che possiamo fare per fermarli. $ FromCountry_ADJ $ diplomatici ci sono contattati per negoziare un insediamento ""fiera"". Mentre potevamo trascinare la guerra e vedere se il $ fromCountry_adj $ ha i mezzi per finire il loro assalto; potrebbe essere nel nostro interesse per dare loro un porto e riparazioni di concessione. In effetti; questo potrebbe persino aiutarci in qualche modo; anche se la perdita per il nostro prestigio sarebbe considerevole.";"Kriget med $ fromcountry $ går inte bra. Dessa fördömda utlänningar är i våra länder och blockerar våra hamnar; och till den här regeringens pinnar verkar det vara lite vi kan göra för att stoppa dem. $ Fråncountry_adj $ diplomater har kontaktat oss att förhandla om en ""rättvis"" bosättning. Medan vi kunde dra kriget och se om $ fråncountry_adj $ har det för att avsluta sitt angrepp; kan det vara i vårt bästa intresse att ge dem en koncessionshamn och reparationer. Det kan faktiskt även hjälpa oss på något sätt; även om förlusten till vår prestige skulle vara betydande.";"Válka s $ odcountry $ nebude dobre. Tyto zatržené cizince jsou v našich zemích a blokády našich prístavu; a na lapace naší vlády; zdá se; že je málo; abychom jim mohli zastavit. $ Odcountry_adj $ Diplomaty nás priblížili k vyjednání ""spravedlivého"" dohody. Zatímco bychom mohli pretáhnout válku a zjistit; zda $ fromcountry_adj $ mít tím; aby dokoncili svuj útok; mohlo by to být v našem nejlepším zájmu; aby jim poskytl prístav a reparace koncese. Mohlo by to dokonce pomoci v nekterých ohledech; ackoli ztráta naší prestiže by byla znacná.";"A háború a $ inCountry $ -val nem megy jól. Ezek a kárpótos külföldiek a földünkben vannak; és blokkolják kikötoinket; és a kormányunk elzavarta; úgy tunik; hogy kevés; hogy megállítsuk oket. $ InCountry_adj $ diplomata közeledett minket; hogy tárgyaljon egy ""tisztességes"" elszámolásra. Miközben meg tudnánk húzni a háborút; és megnézhetjük; hogy a $ inCountry_adj $ -t; hogy befejezze a támadás befejezését; lehet; hogy a legjobb érdekünk; hogy kap egy koncessziós kikötot és javítást. Valójában ez is segíthet nekünk bizonyos módon; bár a presztízsünk vesztesége jelentos lenne.";"De oorlog met $ vancountry $ gaat niet goed. Deze verdovenbare buitenlanders zijn in onze landen en blokkeren onze havens; en aan de embarassment van onze regering lijkt er weinig te zijn die we kunnen doen om ze te stoppen. $ Fromcountry_adj $ diplomaten hebben ons benaderd om te onderhandelen over een 'eerlijke' nederzetting. Hoewel we de oorlog doorkonden slepen en kijken of de $ vancountry_adj $ de middelen hebben om hun aanval af te maken; kan het in ons beste belang zijn om hen een concessiehaven en reparaties te geven. Inderdaad; dit kan ons zelfs op bepaalde manier helpen; hoewel het verlies aan ons prestige aanzienlijk zou zijn.";"A guerra com $ fromcountry $ não está indo bem. Estes estrangeiros condenáveis ??estão em nossas terras e bloqueando nossos portos; e para o embaraço de nosso governo parece haver pouco que possamos fazer para impedi-los. $ FromCountry_adj $ diplomatas nos aproximaram para negociar um acordo 'justo'. Embora pudéssemos arrastar a guerra e ver se os $ fromdncountry_adj $ têm os meios para terminar sua agressão; pode ser do nosso interesse dar-lhes um porto de concessão e reparações. De fato; isso pode até nos ajudar de alguma forma; embora a perda ao nosso prestígio seja considerável.";;"Sota; jolla on $ fromcountry $ ei mene hyvin. Nämä hämmästyttävät ulkomaalaiset ovat meidän maamme ja estävät satamamme; ja hallituksemme häiritsemään näyttää olevan vähän; jotta voimme lopettaa heidät. $ Fromcountry_adj $ Diplomatit ovat lähestyneet meitä neuvottelemaan ""oikeudenmukaisesta"" ratkaisusta. Vaikka voisimme vetää sotaa ja nähdä; onko $ fromcountry_adj $ on missä tahansa hyökkäyksen lopettamiseksi; se voi olla parhaimmillaan antaa heille myönnetty satama ja korvaukset. Itse asiassa tämä voi jopa auttaa meitä millään tavoin; vaikka vihreät menetykset olisivat huomattavia.";x;
EVTNAME1316083;$FROMCOUNTRY$ Agrees;$ Par pays $ accepte;$ FromCountry $ stimmt zu;$ Fromcountry $ zgadza sie;$ Fromcountry $ está de acuerdo;$ Fromcountry $ concorda;$ Fromcountry $ håller med;$ Odcountry $ souhlasí;$ InCountry $ egyetért;$ Vancountry $ is het ermee eens;$ De $ $ concorda;;$ Fromcountry $ sopii;x;
